Device Name,Device ID
Uptime,5610
Syslog Receiver,5611
(436404224) UPLINK_TO_10.111.11.211_eth1/31 Traffic,6555
(436408320) UPLINK_TO_10.111.11.212_eth1/31 Traffic,6556
System Health CPU,6600
System Health Currents,6602
System Health Other,6604
System Health Temperatures,6603
System Health Voltages,6601
5PAISA_NSE_TCL Traffic,9892
5PAISA_BSE_TCL Traffic,9895
Uptime,5612
Syslog Receiver,5613
(436404224) UPLINK_TO_10.111.11.211_eth1/32 Traffic,6558
(436408320) UPLINK_TO_10.111.11.212_eth1/32 Traffic,6559
System Health CPU,6605
System Health Currents,6607
System Health Other,6609
System Health Temperatures,6608
System Health Voltages,6606
5PAISA_NSE_AIRTEL Traffic,9893
5PAISA_BSE_TIKONA Traffic,9894
Uptime,5614
Syslog Receiver,5615
(436207616) UPLINK_TO_51.11_VMNIC_2 Traffic,6560
(436211712) UPLINK_TO_51.12_VMNIC_2 Traffic,6561
(436215808) UPLINK_TO_51.13_VMNIC_2 Traffic,6562
(436219904) UPLINK_TO_51.31_VMNIC_7 Traffic,9957
(436330496) UPLINK_TO_10.111.11.205_Eth1/49 Traffic,6565
(436334592) UPLINK_TO_10.111.11.206_Eth1/49 Traffic,6566
(436391936) UPLINK_TO_192.168.100.252_Gi1/0/41 Traffic,6567
System Health CPU,6612
System Health Currents,6614
System Health Other,6616
System Health Temperatures,6615
System Health Voltages,6613
Uptime,5616
Syslog Receiver,5617
(436207616) UPLINK_TO_51.11_VMNIC_6 Traffic,6568
(436211712) UPLINK_TO_51.12_VMNIC_6 Traffic,6569
(436215808) UPLINK_TO_51.13_VMNIC_6 Traffic,6570
(436219904) UPLINK_TO_51.31_VMNIC_11 Traffic,6571
(436330496) UPLINK_TO_10.111.11.205_Eth1/50 Traffic,6574
(436334592) UPLINK_TO_10.111.11.206_Eth1/50 Traffic,6575
(436391936) UPLINK_TO_192.168.100.252_Gi1/0/42 Traffic,6576
System Health CPU,6617
System Health Currents,6619
System Health Other,6621
System Health Temperatures,6620
System Health Voltages,6618
Uptime,9916
CPU Load,9918
Physical memory,9917
Syslog Receiver,9890
(10200) PortChannel200 Traffic,9889
Eth-1/11(40)_vNIC10-vC12.C01-10.111.52.11,10997
Eth-1/12(44)_vNIC10-vC12.C01-10.111.52.12,9909
Eth-1/13(48)_vNIC10-vC12.C01-10.111.52.13,9910
Eth-1/14(52)_vNIC10-vC12.C01-10.111.52.14,9911
Ethernet120 Traffic /Eth31 (120) to Eth120-31_SW-10.111.11.214,9906
Ethernet124 Traffic /Eth32 (124) to Eth124-32_SW-10.111.11.214,9907
Uptime,9920
CPU Load,9921
Physical memory,9919
Syslog Receiver,9878
Eth-1/11(40)_vNIC12-vC12.C01-10.111.52.11,10998
Eth-1/11(44)_vNIC12-vC12.C01-10.111.52.12,9913
Eth-1/11(48)_vNIC12-vC12.C01-10.111.52.13,9914
Eth-1/11(52)_vNIC12-vC12.C01-10.111.52.14,9915
Ethernet120 Traffic /Eth31 (120) to Eth120-31_SW-10.111.11.213,9887
Ethernet124 Traffic /Eth32 (124) to Eth124-32_SW-10.111.11.213,9888
(001) mgmt Traffic,4622
(002) ha Traffic,4624
(019) SW_100.231/232_PORT31_WAN Traffic,4623
(020) SW_100.231/232_PORT34_WAN Traffic,4625
(021) SW_11.205/206_PORT_LAN Traffic,4626
(022) SW_11.205/206_PORT_LAN Traffic,4627
SNMP System Uptime,7127
FortiGate System Statistics,7172
(001) mgmt Traffic,4628
(002) ha Traffic,4630
(019) SW_100.231/232_PORT31_WAN Traffic,4629
(020) SW_100.231/232_PORT34_WAN Traffic,4631
(021) SW_11.205/206_PORT_LAN Traffic,4632
(022) SW_11.205/206_PORT_LAN Traffic,4633
SNMP System Uptime,7128
FortiGate System Statistics,7171
(002) mgmt Traffic,4610
(003) 5PAISA_WAN Traffic,4611
(005) ha1 Traffic,4612
(006) ha2 Traffic,4613
(007) port1 Traffic,4614
(008) port2 Traffic,4615
SNMP System Uptime,7129
FortiGate System Statistics,7166
(002) mgmt Traffic,4616
(003) 5PAISA_WAN Traffic,4617
(005) ha1 Traffic,4618
(006) ha2 Traffic,4619
(007) port1 Traffic,4620
(008) port2 Traffic,4621
SNMP System Uptime,7130
FortiGate System Statistics,7167
(001) wan1 Traffic,7705
(002) wan2 Traffic,7707
(010) LAN-192.168.100.0 Traffic,7706
(021) CDC-GC Traffic,7708
FortiGate System Statistics,7709
Probe Health,5502
System Health,5501
Disk Free,5503
vmxnet3 Ethernet Adapter,5504
WMI UTC Time,9449
Uptime,3605
Syslog Receiver,3616
CPU Utilization,4771
Memory Free,4776
Thermal Detector 1,4784
Thermal Detector 2,4789
Fan 1 speed,4797
Fan 2 speed,4803
Fan 3 speed,4808
Airtel:125.20.79.145 Eth-?? to (Airtel-Mux: xxxx-eth??/??) {CKT ID-230221100023924},9619
Uptime,3604
Syslog Receiver,3615
CPU Utilization,4770
Memory Free,4775
Thermal Detector 1,4783
Thermal Detector 2,4788
Fan 1 speed,4796
Fan 2 speed,4802
Fan 3 speed,4807
TCL:14.142.18.201 (Eth-?? to TCL-Mux: xxxx-eth??/??) {CKT_ID-091MUMB0300A0080938},9472
CPU Load,4142
Disk Free: system disk,4141
Memory: main memory,4145
Uptime,3958
Ether1-ASR_60.221_G0/1/0 Traffic,4248
Ether2-ASR_60.222_G0/1/1 Traffic,4249
Ether4-FGT_FW_PRI_OUT Traffic,4250
Ether5-OUT1 Traffic,4245
Ether6-OUT2(60.233-40) Traffic,4246
Ether7-OUT3(60.237-45) Traffic,4247
Syslog Receiver,4707
Ether3-60.212_ETHER_3 Traffic,7243
Vlan54 Traffic,8593
CPU Load,4144
Disk Free: system disk,4143
Memory: main memory,4146
Uptime,3960
Ether1-ASR_60.221_G0/1/1 Traffic,4254
Ether2-ASR_60.222_G0/1/0 Traffic,4255
Ether4-FGT_FW_SEC_OUT Traffic,4256
Ether5-OUT1 Traffic,4251
Ether6-OUT2(60.234-40) Traffic,4252
Ether7-OUT3(60.238-45) Traffic,4253
Syslog Receiver,4693
Ether3-60.211_ETHER_3 Traffic,7245
Vlan54 Traffic,8594
(003) sfp3 Traffic,4474
(004) sfp4 Traffic,4475
Ether1-AIRTEL-ISP Traffic,4476
Ether2-TATA Traffic,4477
Ether5-60.231-P41_FW Traffic,4478
Ether6-60.231-P42_Direct Traffic,4473
CPU Load,4360
Disk Free: system disk,4359
Memory: main memory,4361
Uptime,4257
Syslog Receiver,4694
Uptime,4362
Disk Free: system disk,4464
CPU Load,4465
Memory: main memory,4466
(003) sfp3 Traffic,4480
(004) sfp4 Traffic,4481
Ether1-AIRTEL Traffic,4482
Ether2-TATA Traffic,4483
Ether5-60.232-P41-FW Traffic,4484
Ether6-60.232-P42_Direct Traffic,4479
Syslog Receiver,4695
BGPv4 Peer: 125.20.79.146,10716
BGPv4 Peer: 14.142.18.201,8038
BGPv4 Peer: 103.1.1.1,8039
BGPv4 Peer: 104.1.1.1,8040
SNMP System Uptime,7983
System Health CPU,7984
Syslog Receiver,7990
System Health Temperatures,10699
System Health Voltages,10698
System Health Memory,10700
(001) AIRTEL_1G_SW_60.2_P-1 Traffic,10705
(002) NEW_TCL_1G_SW_60.1_P-1 Traffic,10707
(003) MKT_60.211_ETH1 Traffic,10708
(004) MKT_60.212_ETH1 Traffic,10709
(013) MGMT_UPLINK_SW_60.252_FE0/3 Traffic,10706
(004) MKT_60.212_ETH1 Traffic,10702
(003) MKT_60.211_ETH1 Traffic,10701
(018) AIRTEL_1G_SW_60.2_P-1 Traffic,7979
(023) MGMT_UPLINK_SW_60.252_FE0/3 Traffic,7980
(019) NEW_TCL_1G_SW_60.1_P-1 Traffic,10657
BGPv4 Peer: 14.142.18.201 (TCL),8042
BGPv4 Peer: 125.20.79.147 (Airtel),10717
BGPv4 Peer: 103.1.1.1,8043
BGPv4 Peer: 104.1.1.1,8044
Airtel-GW:125.20.79.147 (Gi0/03/0 to 172.60.60.2 Eth-1/2),7993
TCL-GW:14.142.18.203 (Gi0/0/0 to 172.60.60.1 Eth-1/2),7992
Mgmt (Gi0 to 172.60.60.252 FE-0/4),7994
SNMP System Uptime,7997
System Health CPU,7998
System Health Currents,8000
System Health Memory,7999
System Health Temperatures,8002
System Health Voltages,8001
Syslog Receiver,8003
BGPv4 Peer: 10.1.3.1,8052
BGPv4 Peer: 14.142.18.201,9488
BGPv4 Peer: 10.1.4.1,8053
System Health CPU,8006
System Health Currents,8010
System Health Memory,8007
System Health Other,8011
System Health Temperatures,8008
System Health Voltages,8009
UPLINK_MT_60.213_ETHER1 Traffic,8014
UPLINK_MT_60.214_ETHER1 Traffic,8015
Syslog Receiver,8016
TCL_UPLINK_60.2_EDGECORE_2G_TRAFFIC,9475
AIRTEL_UPLINK_DLINK_60.2_PORT_1/4 Traffic,9805
NEW_TCL_1G_SW_60.1_P-1 Traffic,9806
BGPv4 Peer: 125.20.79.148 (Airtel),10715
BGPv4 Peer: 14.142.18.201 (TCL),9490
BGPv4 Peer: 10.1.3.1 (MTK-60.213),8047
BGPv4 Peer: 10.1.4.1 (MTK-60.214),8048
Airtel-GW:125.20.79.148 (Gi0/0/1 to 172.60.60.2 Eth-1/3),10710
TCL-GW:14.142.18.201 (Gi0/0/2 to 172.60.60.1 Eth-1/4),9482
Mgmt (Gi0 to 172.60.60.?? FE-??),10718
SNMP System Uptime,8021
System Health CPU,8023
System Health Currents,8027
System Health Memory,8024
System Health Other,8028
System Health Temperatures,8025
System Health Voltages,8026
Syslog Receiver,8022
(10108) COMTEL_FW_60F_WAN2 Traffic,5336
(5001) Port-channel1 Traffic,5342
Syslog Receiver,5344
System Health CPU,5345
System Health Fans,5347
System Health Memory,5349
System Health Power Supplies,5348
System Health Temperatures,5346
(10131) FGT_172.60.60.194_SEC_WAN1 Traffic,7250
(10132) FGT_172.60.60.196_SEC_PORT_7 Traffic,7251
(10140) ROUTER_C_60.224_GI0 Traffic,7252
(10141) MIKROTIK_60.214_ETH5 Traffic,7253
(10142) MIKROTIK_60.214_ETH6 Traffic,7254
(10146) UPLINK_TO_60.233_Gi0/34 Traffic,7255
(5001) Port-channel1 Traffic,5317
Syslog Receiver,5319
Uptime,5320
System Health CPU,5323
System Health Currents,5329
System Health Fans,5325
System Health Memory,5327
System Health Power Supplies,5326
System Health Temperatures,5324
System Health Voltages,5328
MIKROTIK_60.213_ETH5 Traffic,10958
Uptime,5622
Syslog Receiver,5623
(5001) Port_channel_between_SW-60.233_TO_SW-60.234 Traffic,7177
System Health CPU,7191
System Health Fans,7193
System Health Memory,7195
System Health Power Supplies,7194
System Health Temperatures,7192
Uptime,5624
Syslog Receiver,5625
(5001) Port_channel_between_SW-60.233_TO_SW-60.234 Traffic,7178
System Health CPU,7186
System Health Fans,7188
System Health Memory,7190
System Health Power Supplies,7189
System Health Temperatures,7187
Uptime,5626
Syslog Receiver,5627
(5001) Port-channel1 Traffic,7180
System Health CPU,7181
System Health Fans,7183
System Health Memory,7185
System Health Power Supplies,7184
System Health Temperatures,7182
Uptime,5628
Syslog Receiver,5629
System Health CPU,7196
System Health Currents,7202
System Health Fans,7198
System Health Memory,7200
System Health Temperatures,7197
(5001) Port-channel1 Traffic,7204
System Health Power Supplies,10675
System Health Voltages,10676
(10145) INTERNET_UPLINK_MICROTIK_60.212_SFPPLUS1_COMBO-COPPER Traffic,10703
System Health Other,10704
Uptime,5630
Syslog Receiver,5631
System Health CPU,7205
System Health Fans,7207
System Health Memory,7209
System Health Temperatures,7206
(10145) UPLINK_Switch_99.251_Gi1/0/25 Traffic,7231
(10101) Host_+_vCenter_R750_Server_31.11_vmNIC-2 Traffic,7345
(10102) Host_+_vCenter_R750_Server_31.12_vmNIC-2 Traffic,7346
(10103) Host_+_vCenter_R750_Server_31.13_vmNIC-2 Traffic,7347
(10104) Host_+_vCenter_R750_Server_31.14_vmNIC-2 Traffic,7348
(10105) Host_+_vCenter_R750_Server_31.15_vmNIC-0 Traffic,7349
(10106) Host_+_vCenter_R750_Server_31.16_vmNIC-0 Traffic,7350
(10107) Host_+_vCenter_R740_Server_31.17_vmNIC-0 Traffic,7351
(10108) Host_+_vCenter_R740_Server_31.18_vmNIC- Traffic,7352
(10109) Host_+_vCenter_R740_Server_31.19_vmNIC- Traffic,7353
(10121) Host_+_vCenter_HPE385_Server_32.11_Vmnic Traffic,7357
(10122) Host_+_vCenter_HPE385_Server_32.12_Vmnic Traffic,7358
(10123) Host_+_vCenter_HPE385_Server_32.13_Vmnic Traffic,7359
(10124) Host_+_vCenter_HPE385_Server_32.14_Vmnic Traffic,7360
(10125) Host_+_vCenter_R740_Server_33.11_vmNICxx Traffic,7361
(10126) Host_+_vCenter_R740_Server_33.12_vmNICxx Traffic,7362
(10127) Host_+_vCenter_R740_Server_33.13_vmNICxx Traffic,7363
(10128) Host_+_vCenter_R740_Server_33.14_vmNICxx Traffic,7364
(10129) Host_+_vCenter_R740_Server_33.15_vmNICxx Traffic,7365
System Health Power Supplies,10681
Uptime,5632
Syslog Receiver,5633
(10145) UPLINK_Switch_99.252_Gi1/0/25 Traffic,7272
System Health CPU,7317
System Health Fans,7319
System Health Memory,7321
System Health Power Supplies,7320
System Health Temperatures,7318
(10101) Host_+_vCenter_R750_Server_31.11_vmNIC-0 Traffic,7366
(10102) Host_+_vCenter_R750_Server_31.12_vmNIC-0 Traffic,7367
(10103) Host_+_vCenter_R750_Server_31.13_vmNIC-0 Traffic,7368
(10104) Host_+_vCenter_R750_Server_31.14_vmNIC-0 Traffic,7369
(10105) Host_+_vCenter_R750_Server_31.15_vmNIC-4 Traffic,7370
(10106) Host_+_vCenter_R750_Server_31.16_vmNIC-4 Traffic,7371
(10107) Host_+_vCenter_R740_Server_31.17_vmNIC-10 Traffic,7372
(10109) Host_+_vCenter_R740_Server_31.19_vmNIC-10 Traffic,7373
(10125) Host_+_vCenter_R740_Server_33.11_vmNICxx Traffic,10719
(10126) Host_+_vCenter_R740_Server_33.12_vmNICxx Traffic,7378
(10127) Host_+_vCenter_R740_Server_33.12_vmNICxx Traffic,7379
(10128) Host_+_vCenter_R740_Server_33.14_vmNICxx Traffic,7380
(10129) Host_+_vCenter_R740_Server_33.15_vmNICxx Traffic,7381
Uptime,5634
Syslog Receiver,5635
(10145) uplink_switch_99.251_Port-26_Traffic_VLANs Traffic,7288
System Health CPU,7312
System Health Fans,7314
System Health Memory,7316
System Health Power Supplies,7315
System Health Temperatures,7313
(10101) vCenter-H.A_R750_Server_31.11_vmNIC-1 Traffic,7387
(10102) vCenter-H.A_R750_Server_31.12_vmNIC-1 Traffic,7388
(10103) vCenter-H.A_R750_Server_31.13_vmNIC-1 Traffic,7389
(10104) vCenter-H.A_R750_Server_31.14_vmNIC-5 Traffic,7390
(10105) vCenter-H.A_R750_Server_31.15_vmNIC-1 Traffic,7391
(10106) vCenter-H.A_R750_Server_31.16_vmNIC-1 Traffic,7392
(10107) vCenter-H.A_R740_Server_31.17_vmNIC-1 Traffic,7393
(10109) vCenter-H.A_R740_Server_31.19_vmNIC-1 Traffic,7394
(10121) vCenter-H.A_HPE385_Server_32.11_Vmnic Traffic,7398
(10122) vCenter-H.A_HPE385_Server_32.12_Vmnic Traffic,7399
(10123) vCenter-H.A_HPE385_Server_32.13_Vmnic Traffic,7400
(10124) vCenter-H.A_HPE385_Server_32.14_Vmnic Traffic,7401
Uptime,5636
Syslog Receiver,5637
(10101) vCenter-H.A_R750_Server_31.11_vmNIC-3 Traffic,7289
(10102) vCenter-H.A_R750_Server_31.12_vmNIC-3 Traffic,7290
(10103) vCenter-H.A_R750_Server_31.13_vmNIC-3 Traffic,7291
(10104) vCenter-H.A_R750_Server_31.14_vmNIC-1 Traffic,7292
(10105) vCenter-H.A_R750_Server_31.15_vmNIC-5 Traffic,7293
(10106) vCenter-H.A_R750_Server_31.16_vmNIC-5 Traffic,7294
(10107) vCenter-H.A_R750_Server_31.17_vmNIC-5 Traffic,7295
(10108) vCenter-H.A_R750_Server_31.18_vmNIC-5 Traffic,7296
(10109) vCenter-H.A_R750_Server_31.19_vmNIC-5 Traffic,7297
(10125) GigabitEthernet1/0/25 Traffic,7301
(10126) GigabitEthernet1/0/26 Traffic,7302
(10127) GigabitEthernet1/0/27 Traffic,7303
(10128) GigabitEthernet1/0/28 Traffic,7304
(10129) GigabitEthernet1/0/29 Traffic,7305
(10145) uplink_switch_99.252_Port-26_Traffic_VLANs Traffic,7306
System Health CPU,7307
System Health Fans,7309
System Health Memory,7311
System Health Power Supplies,7310
System Health Temperatures,7308
RUCKUS_WIFI_R550 Traffic,5674
UPLINK_CDC101_40.253_Gi1/0/52 Traffic,5675
System Health CPU,5721
System Health Currents,5727
System Health Fans,5723
System Health Memory,5725
System Health Other,5728
System Health Power Supplies,5724
System Health Temperatures,5722
System Health Voltages,5726
Uptime,7701
Syslog Receiver,8585
(10150) UPLINK_CDC101_40.253_Gi1/0/52 Traffic,10662
(10113) UPLINK_TO_40.251_PORT_Gi0/1 Traffic,10860
(10135) UPLINK_TO_200.205_ETH1/46 Traffic,5676
(10141) UPLINK_BASEMENT_RECEPTION Traffic,5678
(10143) UPLINK_BASEMENT_NOC_ROOM_40.250_Gi0/48 Traffic,5679
(10152) UPLINK_2nd_Floor_40.252_Gi1/0/50 Traffic,5680
System Health CPU,5713
System Health Fans,5715
System Health Memory,5717
System Health Power Supplies,5716
System Health Temperatures,5714
Uptime,7700
Syslog Receiver,8586
System Health Other,10679
System Health Voltages,10678
System Health Currents,10680
Uptime,8364
Syslog Receiver,8366
(010) UPLINK_TO_40.254_FW_P-4 Traffic,8461
(018) switch_10.100.11.51_mgmt_port Traffic,8464
(019) switch_10.100.11.53_mgmt_port Traffic,8465
(020) SW_10.100.11.41_Gi1/0/47 Traffic,8466
(021) SW_10.100.11.42_Gi1/0/47 Traffic,8467
(022) SW_10.100.11.43_Gi1/0/47 Traffic,8468
(023) SW_10.100.11.44_Gi1/0/47 Traffic,8469
(032) switch_11.51_Port-1/0/45_Traffic_VLANs Traffic,8470
(033) switch_11.53_Port-1/0/45_Traffic_VLANs Traffic,8471
(038) UPLINK_TO_SW_10.100.13.56A_25GE1/0/1 Traffic,8472
(042) UPLINK_10.100.11.213_ET1/32 Traffic,8473
(044) UPLINK_TO_10.100.11.249_Gi1/0/47 Traffic,8474
(046) ESXI_10.100.11.231_VMNIC2(Onboard_3rd_port) Traffic,8475
Primary_uplink_for_CDC-TP_to_TIPL-172.16.1.13_Port_36-VLAN-1139,8476
(048) CDC104_RACK3_FW_60F_192.168.40.254_P-2 Traffic,8477
(049) UPLINK_10.100.11.211_ET1/32 Traffic,8478
(053) UPLINK_CDC104_R01_100.11.252_Gi1/0/45_TRUNK Traffic,8481
(054) SW_TO_SW_10.252_Gi1/0/47(PO11) Traffic,8482
(055) SW_TO_SW_10.252_Gi1/0/48(PO11) Traffic,8483
(068) Port-channel11 Traffic,8484
(048) CDC104_RACK3_FW_60F_192.168.40.254_P-1 Traffic,8579
(010) COMTEL_FW_VLAN38/39_40.254_FW_P-4 Traffic,8580
(053) UPLINK_CDC104_R01_100.11.252_Gi1/0/45_TRUNK Traffic,8581
Uptime,8365
Syslog Receiver,8367
(008) UPLINK_192.168.40.253_GI1/0/31_TRUNK Traffic,8459
(010) UPLINK_TO_40.254_FW_P-4 Traffic,8428
(018) switch_10.100.11.52_mgmt_port Traffic,8432
(019) switch_10.100.11.54_mgmt_port Traffic,8433
(020) SW_10.100.11.41_Gi1/0/48 Traffic,8434
(021) SW_10.100.11.42_Gi1/0/48 Traffic,8435
(022) SW_10.100.11.43_Gi1/0/48 Traffic,8436
(023) SW_10.100.11.44_Gi1/0/48 Traffic,8437
(032) switch_11.52_Port-1/0/45_Traffic_VLANs Traffic,8438
(033) switch_11.54_Port-1/0/45_Traffic_VLANs Traffic,8439
(036) SERVER_192.168.99.100_LAN_Port1 Traffic,8440
(037) GigabitEthernet1/0/30 Traffic,8441
(038) UPLINK_TO_SW_10.100.13.56B_25GE2/0/1 Traffic,8442
(039) SERVER_192.168.99.103_LAN_Port3 Traffic,8443
(041) SERVER_99.101 Traffic,8445
(042) UPLINK_10.100.11.214_ET1/32 Traffic,8446
(043) GigabitEthernet1/0/36 Traffic,8447
(044) UPLINK_TO_10.100.11.249_Gi1/0/48 Traffic,8448
(045) ESXI_10.100.11.231_VMNIC0_VM_MGMT(Onboard_1st_port) Traffic,8449
(046) ESXI_10.100.11.231_VMNIC4(External_card_left_side_port) Traffic,8450
Secondary_Uplink_for_CDC-TP_to_TIPL-172.16.1.14_Port_30-VLAN-1140,8451
(048) CDC104_RACK4_FW_60F_192.168.40.254_P-2 Traffic,8452
(049) UPLINK_10.100.11.212_ET1/32 Traffic,8453
(053) UPLINK_CDC_104_R01_100.11.252_Gi1/0/46_TRUNK Traffic,8456
(054) SW_TO_SW_10.251_Gi1/0/47(PO11) Traffic,8457
(055) SW_TO_SW_10.251_Gi1/0/48(PO11) Traffic,8458
(100) Port-channel11 Traffic,8429
(010) COMTEL_FW_VLAN38/39_40.254_FW_P-4 Traffic,8582
(048) CDC104_RACK4_FW_60F_192.168.40.254_P-1 Traffic,8583
(053) UPLINK_CDC_104_R01_100.11.252_Gi1/0/46_TRUNK Traffic,8584
Uptime,9064
Syslog Receiver,9115
(004) MEth0/0/0 Traffic,9158
(015) 25GE1/0/11 Traffic srv_VSAN_10.100.32.11 vmNIC_2 Traffic,9138
(016) 25GE1/0/12 Traffic srv_VSAN_10.100.32.12 vmNIC_2 Traffic,9141
(017) 25GE1/0/13 Traffic srv_VSAN_10.100.32.13 vmNIC_2 Traffic,9142
(018) 25GE1/0/14 Traffic srv_VSAN_10.100.32.14 vmNIC_ Traffic,9143
(019) vSAN_SERVER_10.100.33.11_VMNIC Traffic,9144
(020) vSAN_SERVER_10.100.33.12_VMNIC Traffic,9145
(021) vSAN_SERVER_10.100.33.13_VMNIC Traffic,9146
(022) vSAN_SERVER_10.100.33.14_VMNIC Traffic,9147
(023) vSAN_SERVER_10.100.33.15_VMNIC Traffic,9148
(029) 25GE1/0/25 Traffic srv_Vmotion_10.100.32.11 vmNIC_3 Traffic,9149
(030) 25GE1/0/26 Traffic srv_Vmotion_10.100.32.12 vmNIC_3 Traffic,9150
(031) 25GE1/0/27 Traffic srv_Vmotion_10.100.32.13 vmNIC_3 Traffic,9151
(032) 25GE1/0/28 Traffic srv_Vmotion_10.100.32.14 vmNIC_ Traffic,9152
(033) vMotion_vBackup_SERVER_10.100.33.11_VMNIC Traffic,9153
(034) vMotion_vBackup_SERVER_10.100.33.12_VMNIC Traffic,9154
(035) vMotion_vBackup_SERVER_10.100.33.13_VMNIC Traffic,9155
(036) vMotion_vBackup_SERVER_10.100.33.14_VMNIC Traffic,9156
(037) vMotion_vBackup_SERVER_10.100.33.15_VMNIC Traffic,9157
(053) 100GE1/0/1 Traffic,9159
(054) 100GE1/0/2 Traffic,9160
(055) 100GE1/0/3 Traffic,9161
(056) 100GE1/0/4 Traffic,9162
(060) 100GE1/0/8 Traffic,9163
(061) Stack-Port1/1 Traffic,9164
(073) 25GE2/0/11 Traffic srv_VSAN_10.100.32.11 VMNIC_6 Traffic,9165
(074) 25GE2/0/12 Traffic srv_VSAN_10.100.32.12_VMNIC_6 Traffic,9166
(075) 25GE2/0/13 Traffic srv_VSAN_10.100.32.13_VMNIC_6 Traffic,9167
(076) 25GE2/0/14 Traffic srv_VSAN_10.100.32.14 vmNIC_ Traffic,9168
(077) vSAN_SERVER_10.100.33.11_VMNIC Traffic,9169
(078) vSAN_SERVER_10.100.33.12_VMNIC Traffic,9170
(079) vSAN_SERVER_10.100.33.13_VMNIC Traffic,9171
(080) vSAN_SERVER_10.100.33.14_VMNIC Traffic,9172
(081) vSAN_SERVER_10.100.33.15_VMNIC Traffic,9173
(087) 25GE2/0/25 Traffic srv_Vmotion_10.100.32.11 vmNIC_7 Traffic,9174
(088) 25GE2/0/26 Traffic srv_Vmotion_10.100.32.12 vmNIC_7 Traffic,9175
(089) 25GE2/0/27 Traffic srv_Vmotion_10.100.32.13 vmNIC_7 Traffic,9176
(090) 25GE2/0/28 Traffic srv_Vmotion_10.100.32.14 vmNIC_ Traffic,9177
(091) vMotion_vBackup_SERVER_10.100.33.11_VMNIC Traffic,9178
(092) vMotion_vBackup_SERVER_10.100.33.12_VMNIC Traffic,9179
(093) vMotion_vBackup_SERVER_10.100.33.13_VMNIC Traffic,9180
(094) vMotion_vBackup_SERVER_10.100.33.14_VMNIC Traffic,9181
(095) vMotion_vBackup_SERVER_10.100.33.15_VMNIC Traffic,9182
(111) 100GE2/0/1 Traffic,9117
(112) 100GE2/0/2 Traffic,9118
(113) 100GE2/0/3 Traffic,9119
(114) 100GE2/0/4 Traffic,9120
(125) vSAN_SERVER_10.100.33.13 Traffic,9121
(126) vSAN_SERVER_10.100.33.14 Traffic,9122
(127) vSAN_SERVER_10.100.33.15 Traffic,9123
(133) Vlanif103 Traffic,9124
(135) vMotion_vBackup_SERVER_10.100.32.11 Traffic,9125
(136) vMotion_vBackup_SERVER_10.100.32.13 Traffic,9126
(137) vMotion_vBackup_SERVER_10.100.32.14 Traffic,9127
(138) vMotion_vBackup_SERVER_10.100.32.12 Traffic,9128
(139) vSAN_SERVER_10.100.32.13 Traffic,9129
(140) vSAN_SERVER_10.100.32.14 Traffic,9130
(141) vSAN_SERVER_10.100.33.11 Traffic,9131
(143) vMotion_vBackup_SERVER_10.100.33.11 Traffic,9132
(144) vMotion_vBackup_SERVER_10.100.33.12 Traffic,9133
(145) vMotion_vBackup_SERVER_10.100.33.13 Traffic,9134
(146) vSAN_SERVER_10.100.33.12 Traffic,9135
(147) vSAN_SERVER_10.100.32.11 Traffic,9136
(148) vSAN_SERVER_10.100.32.12 Traffic,9137
(150) vMotion_vBackup_SERVER_10.100.33.14 Traffic,9139
(151) vMotion_vBackup_SERVER_10.100.33.15 Traffic,9140
Uptime,9090
Syslog Receiver,9116
(004) MEth0/0/0 Traffic,9233
(005) UPLINK_TO_192.168.99.251_G1/0/31 Traffic,9235
(015) SERVER_10.100.31.11_VMNIC10 Traffic,9202
(016) SERVER_10.100.31.12_VMNIC10 Traffic,9210
(017) SERVER_10.100.31.13_VMNIC10 Traffic,9212
(018) SERVER_10.100.31.14_VMNIC10 Traffic,9213
(019) SERVER_10.100.31.15_VMNIC10 Traffic,9214
(020) SERVER_10.100.31.16_VMNIC10 Traffic,9215
(021) SERVER_10.100.31.17_VMNIC4 Traffic,9216
(022) SERVER_10.100.31.18_VMNIC Traffic,9217
(023) SERVER_10.100.31.19_VMNIC4 Traffic,9218
(029) SERVER_10.100.31.11_VMNIC11 Traffic,9222
(030) SERVER_10.100.31.12_VMNIC11 Traffic,9223
(031) SERVER_10.100.31.13_VMNIC11 Traffic,9224
(032) SERVER_10.100.31.14_VMNIC11 Traffic,9225
(033) SERVER_10.100.31.15_VMNIC11 Traffic,9226
(034) SERVER_10.100.31.16_VMNIC11 Traffic,9227
(035) SERVER_10.100.31.17_VMNIC5 Traffic,9228
(036) SERVER_10.100.31.18_VMNIC Traffic,9229
(037) SERVER_10.100.31.19_VMNIC Traffic,9230
"(051) ""Eth-Trunk-SRV_10.100.103.62_vBackup"" Traffic",9236
"(052) ""Eth-Trunk-SRV_10.100.103.61_vBackup"" Traffic",9237
(053) 100GE1/0/1 Traffic,9238
(054) 100GE1/0/2 Traffic,9239
(055) 100GE1/0/3 Traffic,9240
(056) 100GE1/0/4 Traffic,9241
(060) 100GE1/0/8 Traffic,9242
(061) Stack-Port1/1 Traffic,9243
(063) UPLINK_TO_192.168.99.252_G1/0/31 Traffic,9244
(073) SERVER_10.100.31.11_VMNICxx Traffic,9245
(074) SERVER_10.100.31.12_VMNICXX Traffic,9246
